clock,xxx,src,dest
2857.0,Animation,HKG,DEN
2857.0,Animation,IST,CGK
2857.0,Animation,BOS,FRA
2857.0,Animation,FCO,MIA
2858.0,Animation,SZX,TPE
2859.0,Animation,SEA,IST
2859.0,Animation,MUC,MAD
2861.0,Animation,CGK,PVG
2861.0,Animation,DEN,DTW
2862.0,Animation,HKG,IST
2863.0,Animation,SIN,DFW
2863.0,Animation,YYZ,MCO
2864.0,Animation,CDG,MAD
2864.0,Animation,CDG,SZX
2866.0,Animation,SYD,ZRH
2873.0,Animation,BOS,ATL
2874.0,Animation,DTW,AMS
2875.0,Animation,CDG,MEX
2877.0,Animation,CTU,FCO
2877.0,Animation,ORD,MAD
2878.0,Animation,SZX,SYD
2879.0,Animation,MEL,MCO
